"time","videoID","condition","participantID","rating"
10,"HID53_vid2","both","0c105b0d",50
12,"HID53_vid2","both","0c105b0d",50
14,"HID53_vid2","both","0c105b0d",50
16,"HID53_vid2","both","0c105b0d",69.5
18,"HID53_vid2","both","0c105b0d",76
20,"HID53_vid2","both","0c105b0d",76
22,"HID53_vid2","both","0c105b0d",76
24,"HID53_vid2","both","0c105b0d",76
26,"HID53_vid2","both","0c105b0d",76
28,"HID53_vid2","both","0c105b0d",50.0259481037924
30,"HID53_vid2","both","0c105b0d",24
32,"HID53_vid2","both","0c105b0d",24
34,"HID53_vid2","both","0c105b0d",24
36,"HID53_vid2","both","0c105b0d",24
38,"HID53_vid2","both","0c105b0d",24
40,"HID53_vid2","both","0c105b0d",24
42,"HID53_vid2","both","0c105b0d",24
44,"HID53_vid2","both","0c105b0d",24
46,"HID53_vid2","both","0c105b0d",19.5
48,"HID53_vid2","both","0c105b0d",15
50,"HID53_vid2","both","0c105b0d",15
52,"HID53_vid2","both","0c105b0d",15
54,"HID53_vid2","both","0c105b0d",49.9825349301398
56,"HID53_vid2","both","0c105b0d",50
58,"HID53_vid2","both","0c105b0d",50
60,"HID53_vid2","both","0c105b0d",50
62,"HID53_vid2","both","0c105b0d",50
64,"HID53_vid2","both","0c105b0d",50
66,"HID53_vid2","both","0c105b0d",56.25
68,"HID53_vid2","both","0c105b0d",75
70,"HID53_vid2","both","0c105b0d",75
72,"HID53_vid2","both","0c105b0d",85.5
74,"HID53_vid2","both","0c105b0d",89
76,"HID53_vid2","both","0c105b0d",89.75
78,"HID53_vid2","both","0c105b0d",92
80,"HID53_vid2","both","0c105b0d",92
82,"HID53_vid2","both","0c105b0d",92
84,"HID53_vid2","both","0c105b0d",92
86,"HID53_vid2","both","0c105b0d",92
88,"HID53_vid2","both","0c105b0d",92
90,"HID53_vid2","both","0c105b0d",92
92,"HID53_vid2","both","0c105b0d",92
94,"HID53_vid2","both","0c105b0d",92
96,"HID53_vid2","both","0c105b0d",84.5
98,"HID53_vid2","both","0c105b0d",55.001
100,"HID53_vid2","both","0c105b0d",51
102,"HID53_vid2","both","0c105b0d",51
104,"HID53_vid2","both","0c105b0d",51
106,"HID53_vid2","both","0c105b0d",51
108,"HID53_vid2","both","0c105b0d",51
110,"HID53_vid2","both","0c105b0d",55.991
112,"HID53_vid2","both","0c105b0d",69
114,"HID53_vid2","both","0c105b0d",68.9865269461077
116,"HID53_vid2","both","0c105b0d",26.2604790419162
118,"HID53_vid2","both","0c105b0d",21
120,"HID53_vid2","both","0c105b0d",21
122,"HID53_vid2","both","0c105b0d",21
124,"HID53_vid2","both","0c105b0d",21
126,"HID53_vid2","both","0c105b0d",21.249500998004
128,"HID53_vid2","both","0c105b0d",87.7415169660678
130,"HID53_vid2","both","0c105b0d",92
132,"HID53_vid2","both","0c105b0d",92
134,"HID53_vid2","both","0c105b0d",92
136,"HID53_vid2","both","0c105b0d",92
138,"HID53_vid2","both","0c105b0d",92
140,"HID53_vid2","both","0c105b0d",92
142,"HID53_vid2","both","0c105b0d",92
144,"HID53_vid2","both","0c105b0d",92
146,"HID53_vid2","both","0c105b0d",92
148,"HID53_vid2","both","0c105b0d",92
150,"HID53_vid2","both","0c105b0d",92
152,"HID53_vid2","both","0c105b0d",92
154,"HID53_vid2","both","0c105b0d",92
156,"HID53_vid2","both","0c105b0d",92
158,"HID53_vid2","both","0c105b0d",92
160,"HID53_vid2","both","0c105b0d",92
162,"HID53_vid2","both","0c105b0d",72.25
164,"HID53_vid2","both","0c105b0d",13
166,"HID53_vid2","both","0c105b0d",13
168,"HID53_vid2","both","0c105b0d",41.9710578842314
170,"HID53_vid2","both","0c105b0d",71
172,"HID53_vid2","both","0c105b0d",41.0299401197606
174,"HID53_vid2","both","0c105b0d",11
2,"HID53_vid2","both","22ac1ea1",50
4,"HID53_vid2","both","22ac1ea1",50
6,"HID53_vid2","both","22ac1ea1",50
8,"HID53_vid2","both","22ac1ea1",50
10,"HID53_vid2","both","22ac1ea1",59.9950099800399
12,"HID53_vid2","both","22ac1ea1",59
14,"HID53_vid2","both","22ac1ea1",56.249500998004
16,"HID53_vid2","both","22ac1ea1",57
18,"HID53_vid2","both","22ac1ea1",57
20,"HID53_vid2","both","22ac1ea1",57
22,"HID53_vid2","both","22ac1ea1",57
24,"HID53_vid2","both","22ac1ea1",57
26,"HID53_vid2","both","22ac1ea1",57
28,"HID53_vid2","both","22ac1ea1",57
30,"HID53_vid2","both","22ac1ea1",57
32,"HID53_vid2","both","22ac1ea1",57
34,"HID53_vid2","both","22ac1ea1",57
36,"HID53_vid2","both","22ac1ea1",57
38,"HID53_vid2","both","22ac1ea1",57
40,"HID53_vid2","both","22ac1ea1",57
42,"HID53_vid2","both","22ac1ea1",57
44,"HID53_vid2","both","22ac1ea1",57
46,"HID53_vid2","both","22ac1ea1",56.5
48,"HID53_vid2","both","22ac1ea1",51
50,"HID53_vid2","both","22ac1ea1",51
52,"HID53_vid2","both","22ac1ea1",46.249500998004
54,"HID53_vid2","both","22ac1ea1",49.75
56,"HID53_vid2","both","22ac1ea1",49.499001996008
58,"HID53_vid2","both","22ac1ea1",48
60,"HID53_vid2","both","22ac1ea1",48
62,"HID53_vid2","both","22ac1ea1",48
64,"HID53_vid2","both","22ac1ea1",48
66,"HID53_vid2","both","22ac1ea1",48
68,"HID53_vid2","both","22ac1ea1",48
70,"HID53_vid2","both","22ac1ea1",48
72,"HID53_vid2","both","22ac1ea1",48
74,"HID53_vid2","both","22ac1ea1",46.749500998004
76,"HID53_vid2","both","22ac1ea1",47
78,"HID53_vid2","both","22ac1ea1",47
80,"HID53_vid2","both","22ac1ea1",47
82,"HID53_vid2","both","22ac1ea1",47
84,"HID53_vid2","both","22ac1ea1",47
86,"HID53_vid2","both","22ac1ea1",47
88,"HID53_vid2","both","22ac1ea1",47
90,"HID53_vid2","both","22ac1ea1",47
92,"HID53_vid2","both","22ac1ea1",47
94,"HID53_vid2","both","22ac1ea1",50.2469758064516
96,"HID53_vid2","both","22ac1ea1",54
98,"HID53_vid2","both","22ac1ea1",54
100,"HID53_vid2","both","22ac1ea1",54
102,"HID53_vid2","both","22ac1ea1",64.9944889779559
104,"HID53_vid2","both","22ac1ea1",64.5005
106,"HID53_vid2","both","22ac1ea1",64
108,"HID53_vid2","both","22ac1ea1",64
110,"HID53_vid2","both","22ac1ea1",64
112,"HID53_vid2","both","22ac1ea1",64
114,"HID53_vid2","both","22ac1ea1",64
116,"HID53_vid2","both","22ac1ea1",64
118,"HID53_vid2","both","22ac1ea1",64
120,"HID53_vid2","both","22ac1ea1",64
122,"HID53_vid2","both","22ac1ea1",64
124,"HID53_vid2","both","22ac1ea1",64
126,"HID53_vid2","both","22ac1ea1",64
128,"HID53_vid2","both","22ac1ea1",64
130,"HID53_vid2","both","22ac1ea1",64
132,"HID53_vid2","both","22ac1ea1",64
134,"HID53_vid2","both","22ac1ea1",64
136,"HID53_vid2","both","22ac1ea1",66.9920179640718
138,"HID53_vid2","both","22ac1ea1",65.504
140,"HID53_vid2","both","22ac1ea1",63
142,"HID53_vid2","both","22ac1ea1",63
144,"HID53_vid2","both","22ac1ea1",63
146,"HID53_vid2","both","22ac1ea1",63
148,"HID53_vid2","both","22ac1ea1",63
150,"HID53_vid2","both","22ac1ea1",63
152,"HID53_vid2","both","22ac1ea1",63
154,"HID53_vid2","both","22ac1ea1",63
156,"HID53_vid2","both","22ac1ea1",63
158,"HID53_vid2","both","22ac1ea1",63
160,"HID53_vid2","both","22ac1ea1",63
162,"HID53_vid2","both","22ac1ea1",68
164,"HID53_vid2","both","22ac1ea1",69
166,"HID53_vid2","both","22ac1ea1",69
168,"HID53_vid2","both","22ac1ea1",69
170,"HID53_vid2","both","22ac1ea1",69
172,"HID53_vid2","both","22ac1ea1",69
174,"HID53_vid2","both","22ac1ea1",63
2,"HID53_vid2","both","86e12a93",50
4,"HID53_vid2","both","86e12a93",50.5
6,"HID53_vid2","both","86e12a93",59.4930179481674
8,"HID53_vid2","both","86e12a93",74.4850119760479
10,"HID53_vid2","both","86e12a93",83.9885669182677
12,"HID53_vid2","both","86e12a93",75.2630090180361
