"participantID","videoID","order","condition","comprehensionCheckQ1Correct","comprehensionCheckQ2Correct","accuracy","IRI_EC","IRI_PT","IRI_PD","LT_Empathy","SPS","SIAS","gender","age"
"b3e025ad","147_5",7,"audioOnly",TRUE,TRUE,0.242789963730339,25,26,0,11,0,10,"F",26
"8024894d","129_5",7,"audioOnly",TRUE,TRUE,0.816357366885932,25,19,10,12,49,25,"M",25
"19d1456b","151_2",7,"audioOnly",TRUE,TRUE,0.886169113056777,26,22,4,12,9,22,"F",41
"2b25e8a8","135_3",7,"audioOnly",TRUE,TRUE,0.760227384839045,28,28,8,12,0,4,"F",46
"8493608a","147_5",7,"audioOnly",TRUE,TRUE,-0.116789178054965,28,28,12,12,12,7,"F",45
"08302a89","120_1",7,"audioOnly",TRUE,TRUE,0.83249728083408,28,28,2,12,12,7,"M",34
"72efe0fb","171_1",7,"audioOnly",TRUE,TRUE,0.564044800489824,22,22,0,12,1,5,"M",36
"d8d9333f","171_1",7,"audioOnly",FALSE,TRUE,-0.221044924423398,21,25,11,9,21,42,"F",28
"2116a832","121_5",7,"audioOnly",FALSE,TRUE,0.885343000650074,28,23,6,12,8,12,"M",64
"bef34f2e","173_4",7,"audioOnly",TRUE,TRUE,0.796820556806535,23,21,12,11,42,39,"F",24
"7536a743","178_6",7,"audioOnly",TRUE,TRUE,0.607623661221148,22,18,9,12,37,41,"F",30
"05503c64","174_2",7,"audioOnly",TRUE,TRUE,0.311660215305352,8,17,0,9,9,6,"M",51
"66c0a55f","137_6",7,"audioOnly",TRUE,TRUE,0.424945347268271,26,22,5,10,18,35,"M",23
"42499473","116_5",7,"audioOnly",TRUE,TRUE,-0.494592390498136,24,28,12,10,3,5,"F",20
"6541d640","135_3",7,"audioOnly",TRUE,TRUE,0.169752077786393,27,24,5,17,18,54,"F",59
"e5e45555","178_6",7,"audioOnly",TRUE,TRUE,0.611931022634351,28,14,1,12,1,10,"F",69
"90d6728c","181_2",7,"audioOnly",TRUE,TRUE,0.755441384571447,1,15,6,12,3,25,"M",35
"aa298f02","153_3",7,"audioOnly",TRUE,TRUE,0.49367821353922,20,17,9,9,9,38,"F",28
"0f06079b","171_1",7,"audioOnly",TRUE,TRUE,0.53401219065119,20,17,18,12,34,44,"M",38
"93b4d2ed","178_6",7,"audioOnly",TRUE,TRUE,0.561350905897602,28,28,7,12,21,23,"M",36
"c19ace66","174_2",7,"audioOnly",TRUE,TRUE,0.590610459839284,24,8,3,12,34,46,"M",44
"c2ec83b6","128_2",7,"audioOnly",TRUE,TRUE,0.87806399055922,22,17,14,13,31,47,"F",55
"28d6193e","161_3",7,"audioOnly",TRUE,TRUE,0.744274630152034,23,27,1,14,0,4,"M",26
"0f443fd4","129_2",7,"audioOnly",TRUE,TRUE,-0.203498961563445,27,20,21,12,37,20,"F",36
"0d6a6af4","173_4",7,"audioOnly",TRUE,TRUE,0.6962838730494,20,20,8,12,45,42,"F",33
"d1e734ed","124_3",7,"audioOnly",TRUE,TRUE,0.640794446309748,28,23,17,13,4,4,"F",44
"f66aa4f2","137_6",7,"audioOnly",TRUE,TRUE,0.658449426240619,26,27,14,12,35,55,"F",72
"c83d5a40","124_3",7,"audioOnly",TRUE,TRUE,0.559459488650027,20,19,4,12,47,59,"M",42
"66af7e27","121_5",7,"audioOnly",TRUE,FALSE,0.473269247592442,22,19,8,12,15,20,"M",44
"7dedce6d","178_6",7,"audioOnly",TRUE,TRUE,0.717224549770959,21,18,12,12,33,43,"F",41
"ca117a85","178_6",7,"audioOnly",TRUE,TRUE,0.49028536264744,25,23,17,11,39,40,"M",23
"73ad64f2","171_1",7,"audioOnly",FALSE,TRUE,0.296070183979148,26,21,23,12,20,44,"F",43
"6f37f30d","151_2",7,"audioOnly",TRUE,TRUE,0.824366767252104,25,23,4,12,4,10,"F",41
"243ee77b","167_2",7,"audioOnly",TRUE,TRUE,0.903815283750294,25,22,11,13,3,17,"F",26
"568a1baf","135_3",7,"audioOnly",TRUE,TRUE,0.5556533413631,23,21,3,12,10,11,"F",35
"93fb2e67","181_4",7,"audioOnly",TRUE,TRUE,0.695235350780394,27,24,17,10,53,26,"M",31
"393e2002","181_4",7,"audioOnly",TRUE,TRUE,0.450459278334963,26,24,0,12,0,4,"F",31
"1a9f2091","170_2",7,"audioOnly",TRUE,TRUE,-0.252162775848577,18,11,8,10,8,37,"M",43
"bf2542f4","174_2",7,"audioOnly",TRUE,TRUE,0.22262808372939,27,18,13,12,44,44,"F",27
"5725e5ef","178_6",7,"audioOnly",TRUE,TRUE,0.499648035361731,20,21,8,12,20,17,"M",34
"a6c8e748","153_3",7,"audioOnly",TRUE,TRUE,0.851321371472116,28,28,4,12,4,4,"F",53
"84bb608e","174_3",7,"audioOnly",TRUE,TRUE,0.348793486808935,24,24,18,12,42,65,"F",27
"8cd581f0","181_4",7,"audioOnly",TRUE,TRUE,0.564944006929275,28,22,14,12,29,40,"F",59
"e8690a63","178_6",7,"audioOnly",TRUE,TRUE,0.390230693771173,20,28,28,8,72,50,"F",31
"a2a60b08","161_3",7,"audioOnly",TRUE,TRUE,0.784437360224384,19,15,19,12,8,36,"M",67
"69677df3","147_2",7,"audioOnly",TRUE,TRUE,0.182920931691091,8,7,11,13,31,50,"M",32
"0be6f6ad","151_2",7,"audioOnly",TRUE,FALSE,0.362902509916947,27,27,9,12,28,34,"F",29
"8bd904ea","124_3",7,"audioOnly",TRUE,TRUE,0.424042448961093,28,27,4,12,5,4,"F",49
"24c11a53","121_5",7,"audioOnly",TRUE,TRUE,0.81101678836059,16,28,8,12,13,29,"M",51
"7bbe3dac","174_3",7,"audioOnly",TRUE,TRUE,0.550768296918383,23,23,13,9,46,48,"M",33
"3ebd7027","147_5",7,"audioOnly",TRUE,TRUE,-0.298081877209119,17,20,7,11,30,43,"M",32
"36a9890b","151_2",7,"audioOnly",TRUE,TRUE,0.627160510120871,15,13,24,11,40,47,"M",36
"09ebc568","151_2",7,"audioOnly",TRUE,TRUE,0.755559844572673,7,4,3,9,52,68,"M",25
"cd1fc2f5","170_2",7,"audioOnly",TRUE,TRUE,-0.357240017394438,17,10,14,13,40,37,"M",23
"277b108b","120_1",7,"audioOnly",TRUE,TRUE,0.794653061818554,23,18,3,12,7,13,"M",42
"70c5f106","170_2",7,"audioOnly",TRUE,TRUE,-0.62633232551036,26,28,7,17,32,40,"M",29
"e92979cc","129_5",7,"audioOnly",FALSE,TRUE,0.693037442799014,26,19,6,11,10,30,"F",20
"3ed9cc50","128_2",7,"audioOnly",TRUE,TRUE,0.890780182704185,25,24,14,12,33,46,"M",37
"610af9cb","151_2",7,"audioOnly",TRUE,TRUE,0.93910754316864,28,25,6,11,15,34,"F",37
"51f6749b","170_2",7,"audioOnly",TRUE,FALSE,0.643448710334286,14,14,11,12,41,58,"F",53
"b6941e03","178_6",7,"audioOnly",TRUE,TRUE,0.427736203239408,19,21,0,12,4,3,"M",49
"3bad909a","129_2",7,"audioOnly",TRUE,TRUE,-0.0304825114135811,12,13,16,13,48,53,"M",30
"866f956f","171_1",7,"audioOnly",TRUE,TRUE,0.409942945186708,15,10,6,12,17,23,"M",61
"a8a36cac","171_1",7,"audioOnly",FALSE,TRUE,0.569351967368777,5,21,0,13,29,39,"M",37
"b4ed151e","135_3",7,"audioOnly",TRUE,TRUE,0.431244499682608,26,20,10,13,48,30,"M",33
"6c56b66c","174_3",7,"audioOnly",TRUE,TRUE,0.645156617868636,26,25,0,9,0,6,"M",45
"d60f649c","170_2",7,"audioOnly",TRUE,TRUE,-0.517313568611174,21,23,12,17,34,24,"M",29
"00d76c86","121_5",7,"audioOnly",TRUE,TRUE,0.769621415830605,27,25,13,12,34,57,"F",29
"d7093703","170_2",7,"audioOnly",TRUE,TRUE,-0.423806901924674,20,21,9,12,2,11,"F",43
"6ffa96d8","120_1",7,"audioOnly",TRUE,TRUE,0.721555882871331,28,27,22,11,27,17,"F",59
"1e6a8842","161_3",7,"audioOnly",TRUE,TRUE,0.801220286980677,21,21,8,12,0,8,"F",50
"453e0326","171_1",7,"audioOnly",FALSE,TRUE,0.0921980839442987,24,24,18,12,34,20,"F",28
"25229983","137_6",7,"audioOnly",FALSE,TRUE,0.728783221868016,17,19,7,15,24,46,"M",30
"81f9af65","181_4",7,"audioOnly",TRUE,TRUE,0.765753322781252,17,19,3,12,6,4,"F",47
"e16e98bb","174_2",7,"audioOnly",TRUE,TRUE,-0.254804855731517,23,19,12,12,27,27,"F",33
"879e8bdd","181_2",7,"audioOnly",TRUE,TRUE,0.896140048892031,27,28,20,12,43,20,"F",33
"11cd5528","147_2",7,"audioOnly",TRUE,TRUE,0.0567559479993316,24,18,3,12,22,36,"F",52
"d90fae2e","147_2",7,"audioOnly",TRUE,TRUE,0.0956437104053955,18,18,23,11,68,69,"F",25
"042b5df1","174_3",7,"audioOnly",TRUE,TRUE,0.269887514962866,28,16,5,12,54,43,"F",25
"53a690b5","181_2",7,"audioOnly",TRUE,TRUE,0.905232393244557,28,24,4,12,24,39,"M",32
"c3a11fc3","173_6",7,"audioOnly",TRUE,TRUE,0.520984586117214,23,23,4,12,0,5,"M",24
"acbe3232","129_2",7,"audioOnly",TRUE,TRUE,-0.058662118553225,20,15,6,11,10,28,"F",33
"5cc2c70d","174_2",7,"audioOnly",TRUE,TRUE,0.749355142391874,23,22,6,11,24,22,"M",28
"0c35a2b2","170_2",7,"audioOnly",TRUE,TRUE,-0.695128815186822,27,28,4,12,3,9,"F",31
"65842ff8","121_5",7,"audioOnly",TRUE,TRUE,0.802904538197825,9,15,4,12,6,16,"M",32
"227ac3ad","153_3",7,"audioOnly",FALSE,TRUE,0.831948957227711,27,18,22,12,2,11,"F",32
"30c8d7d1","170_2",7,"audioOnly",TRUE,TRUE,0.356143074971741,21,21,9,12,0,7,"M",60
"cd09cd99","121_5",7,"audioOnly",TRUE,TRUE,0.434528341002419,23,20,0,12,3,3,"M",48
"0153ee62","181_2",7,"audioOnly",TRUE,TRUE,0.359257283915678,27,20,14,13,52,70,"F",29
"cfac501b","124_3",7,"audioOnly",FALSE,TRUE,0.631467584803242,24,23,20,12,5,11,"F",45
"054213d4","173_4",7,"audioOnly",TRUE,TRUE,0.84225337839531,27,28,6,12,35,41,"M",40
"49232f22","151_2",7,"audioOnly",TRUE,TRUE,0.977607944030696,28,22,0,12,22,17,"F",50
"af810319","181_4",7,"audioOnly",TRUE,TRUE,0.800624121956287,28,28,9,12,4,6,"F",45
"9a5f2ecd","135_3",7,"audioOnly",TRUE,TRUE,0.740378649608558,20,26,7,12,7,10,"M",24
"11339361","137_6",7,"audioOnly",TRUE,TRUE,-0.046718705038038,19,19,18,11,4,6,"M",55
"d1144cb1","181_2",7,"audioOnly",TRUE,TRUE,0.844073802756576,8,21,2,13,21,37,"M",19
"d1ea4a3c","174_3",7,"audioOnly",TRUE,TRUE,0.470178906387925,19,15,11,15,5,25,"M",28
"5a426f16","161_3",7,"audioOnly",TRUE,TRUE,0.747304910800998,22,24,5,10,41,42,"M",24
"59ed5f29","181_2",7,"audioOnly",TRUE,TRUE,0.914166567307531,20,13,2,12,11,35,"M",47
"91f410c2","173_4",7,"audioOnly",TRUE,TRUE,0.528949940287654,28,27,16,15,52,41,"M",41
"d7976bb7","124_3",7,"audioOnly",TRUE,TRUE,0.501706955206267,25,28,1,12,1,7,"M",26
"adb0cbd4","171_1",7,"audioOnly",FALSE,TRUE,0.434233757475496,23,24,3,11,8,12,"F",33
"07c176cc","153_3",7,"audioOnly",TRUE,TRUE,0.776037255630692,28,28,7,12,15,17,"F",48
"5300d05f","174_3",7,"audioOnly",TRUE,TRUE,0.473788088489085,28,28,0,12,4,4,"M",27
"34516c42","151_2",7,"audioOnly",TRUE,TRUE,0.90156288388864,28,19,19,13,46,51,"F",36
"56fc6afb","153_3",7,"audioOnly",TRUE,TRUE,0.69070918318931,26,21,7,13,0,10,"F",49
"afea7a60","135_3",7,"audioOnly",TRUE,TRUE,0.833656198181795,28,22,10,12,0,6,"F",63
"ca173728","121_5",7,"audioOnly",TRUE,TRUE,0.801900080516347,25,18,0,14,17,22,"F",55
"dd25cb2b","173_4",7,"audioOnly",TRUE,TRUE,-0.181508456598591,26,22,18,12,40,48,"F",29
"42d65674","181_4",7,"audioOnly",TRUE,TRUE,0.786209423376322,12,15,3,13,18,31,"M",32
"f0142fb5","173_6",7,"audioOnly",TRUE,TRUE,0.796706987949784,26,20,16,13,36,46,"M",38
"1d67ee57","137_6",7,"audioOnly",TRUE,TRUE,0.579807995383273,21,24,18,12,27,44,"F",47
"f13e6f48","178_6",7,"audioOnly",TRUE,TRUE,0.673669607110687,20,28,9,13,28,17,"F",46
"f77c9b3a","167_2",7,"audioOnly",TRUE,TRUE,0.627455052370768,3,11,4,15,8,18,"M",34
"6b754a2e","151_2",7,"audioOnly",TRUE,TRUE,0.849469707969076,25,28,4,12,29,17,"M",23
"a405b300","181_2",7,"audioOnly",TRUE,TRUE,0.975451728035306,26,6,9,11,31,39,"F",49
"86fe6dd1","167_2",7,"audioOnly",TRUE,TRUE,0.890247589676457,27,28,1,12,1,4,"M",44
"623b52ff","167_2",7,"audioOnly",TRUE,TRUE,0.908088231734639,23,24,21,12,23,22,"F",23
"2401b1a9","153_3",7,"audioOnly",TRUE,TRUE,0.689712974640591,28,28,0,11,10,9,"F",62
"8e8caef0","137_6",7,"audioOnly",TRUE,TRUE,0.281554450556483,19,14,17,12,11,38,"M",50
"9c77bf6e","129_5",7,"audioOnly",TRUE,TRUE,0.843196603619292,6,11,17,12,33,62,"F",37
"1d4cb07d","147_5",7,"audioOnly",TRUE,TRUE,0.324161611409665,28,26,20,12,33,26,"M",28
"99a9d7ba","135_3",7,"audioOnly",TRUE,TRUE,0.797497180726154,22,14,19,11,21,34,"F",33
"0480360c","137_6",7,"audioOnly",TRUE,TRUE,0.5259966838527,24,23,8,9,0,11,"M",25
"1bf4d90b","174_3",7,"audioOnly",TRUE,TRUE,0.118582421960994,27,28,16,16,43,46,"F",33
"54d16ab5","174_3",7,"audioOnly",TRUE,TRUE,0.80898491366667,26,21,28,11,50,41,"F",36
"38eee3d4","173_4",7,"audioOnly",TRUE,TRUE,0.659563535779514,25,27,15,12,74,76,"F",25
"ce9a8b44","120_1",7,"audioOnly",TRUE,TRUE,0.780969884151432,28,24,20,10,20,32,"F",45
"42520425","151_2",7,"audioOnly",TRUE,TRUE,0.962357529114434,19,17,1,8,10,11,"M",41
"38e817b1","174_3",7,"audioOnly",TRUE,TRUE,0.783688495180945,20,21,2,13,11,8,"M",70
"29afd537","129_5",7,"audioOnly",TRUE,TRUE,0.67233854102607,22,25,4,12,20,14,"M",34
"abe386c9","124_3",7,"audioOnly",TRUE,TRUE,0.654565047947705,20,21,17,12,41,55,"F",31
"784178ee","181_2",7,"audioOnly",TRUE,TRUE,0.941200463789575,28,25,4,11,2,12,"F",40
"3fe71f9a","135_3",7,"audioOnly",TRUE,TRUE,0.512381137925119,17,21,12,12,23,26,"F",29
"ba434ba5","174_3",7,"audioOnly",TRUE,TRUE,0.415938536765158,25,26,6,13,4,7,"M",42
"b7591cbb","178_6",7,"audioOnly",TRUE,TRUE,0.259705625052447,20,19,14,6,26,33,"M",34
"2081b711","170_2",7,"audioOnly",TRUE,TRUE,-0.406089788566891,24,23,14,12,26,35,"F",56
"6a5f8490","171_1",7,"audioOnly",FALSE,TRUE,0.487916576311503,28,22,5,13,2,8,"F",50
"458c014d","174_2",7,"audioOnly",TRUE,TRUE,0.5607013115736,26,25,7,12,24,25,"F",71
"8f71a23f","119_4",7,"audioOnly",TRUE,TRUE,-0.142763577913519,25,20,9,12,19,46,"F",26
"3bea5c93","119_4",7,"audioOnly",TRUE,TRUE,0.58564758094992,26,28,0,13,2,10,"F",20
"1773cf17","165_1",7,"audioOnly",TRUE,TRUE,0.710835913438507,28,28,0,12,2,8,"M",44
"d189f352","124_6",7,"audioOnly",TRUE,TRUE,0.794350949123744,23,13,14,12,39,38,"F",30
"1fdaa02f","120_4",7,"audioOnly",TRUE,TRUE,0.778697428271392,24,27,6,11,16,15,"M",49
"7b427dbf","169_4",7,"audioOnly",TRUE,TRUE,0.871544403615208,21,21,8,12,35,43,"M",33
"a960cc6d","165_1",7,"audioOnly",TRUE,TRUE,0.0763463522518183,24,25,6,12,13,14,"M",32
"2f62333c","144_1",7,"audioOnly",TRUE,TRUE,0.461482473113437,9,25,1,12,15,59,"F",26
"2e80c6ed","169_4",7,"audioOnly",TRUE,TRUE,0.87551783878145,28,28,0,12,0,4,"M",26
"bff65578","164_3",7,"audioOnly",TRUE,TRUE,-0.285510934593289,28,28,14,12,14,6,"F",52
"a710654b","118_3",7,"audioOnly",TRUE,TRUE,0.0769345931397996,18,15,16,16,42,46,"M",30
"28a088b3","119_4",7,"audioOnly",TRUE,TRUE,-0.0991257304978692,11,7,13,12,14,30,"M",36
"62036073","164_3",7,"audioOnly",TRUE,TRUE,-0.356917300563551,10,12,0,12,32,49,"F",37
"d6bdf497","169_4",7,"audioOnly",TRUE,TRUE,0.489936659363827,22,15,2,12,4,31,"M",30
"4c3287df","118_3",7,"audioOnly",TRUE,TRUE,-0.0378788618944198,19,16,16,12,9,18,"M",22
"6c24d5e0","119_4",7,"audioOnly",TRUE,TRUE,-0.239453491365037,21,21,7,10,14,18,"F",28
"057f1002","124_6",7,"audioOnly",TRUE,TRUE,0.916125329575355,16,23,4,12,31,68,"M",30
"4cf7c13f","169_4",7,"audioOnly",TRUE,TRUE,0.93681737566694,24,23,9,11,30,23,"F",54
"3ef823f4","165_1",7,"audioOnly",TRUE,TRUE,0.793075334332196,20,20,7,12,22,21,"F",29
"e275aeba","119_4",7,"audioOnly",TRUE,TRUE,0.382208335008818,25,21,13,12,14,13,"M",38
"3948c259","165_1",7,"audioOnly",TRUE,TRUE,0.876347041032202,19,17,9,11,45,47,"M",31
"3cc50ca4","144_1",7,"audioOnly",TRUE,TRUE,0.377960818303305,21,16,12,11,19,30,"F",23
"ea063c38","165_1",7,"audioOnly",TRUE,TRUE,0.661294232331313,21,23,3,12,43,65,"F",40
"aeb035ae","169_4",7,"audioOnly",TRUE,TRUE,0.554218644628293,15,21,4,17,17,16,"M",28
"9c3e42b6","144_1",7,"audioOnly",TRUE,TRUE,0.635693363698177,26,27,0,11,9,20,"F",39
"2f515f88","169_4",7,"audioOnly",TRUE,TRUE,0.819883779588422,15,22,24,11,33,57,"M",38
"b2fd487e","169_4",7,"audioOnly",TRUE,TRUE,0.840605336474489,18,17,9,11,43,37,"M",37
"75e48145","118_3",7,"audioOnly",TRUE,TRUE,0.667144021974403,22,27,8,12,44,57,"M",23
"1ed77c4a","119_4",7,"audioOnly",TRUE,TRUE,0.290749089041419,22,13,15,12,53,55,"M",30
"af6fb1ea","120_4",7,"audioOnly",TRUE,TRUE,0.81801720386858,18,20,8,14,31,49,"M",25
"65feb031","124_6",7,"audioOnly",TRUE,TRUE,-0.107164714471713,28,28,20,12,48,50,"M",30
"73e778f4","124_6",7,"audioOnly",TRUE,TRUE,0.806967195515413,27,26,1,12,6,11,"F",37
"0c2bcf84","164_3",7,"audioOnly",TRUE,TRUE,-0.399980382612225,24,24,9,11,28,57,"M",52
"42127556","165_1",7,"audioOnly",TRUE,TRUE,0.773156349655865,17,19,9,19,3,36,"F",28
"d8a7c574","169_4",7,"audioOnly",TRUE,TRUE,0.844789625564816,18,17,28,12,50,71,"M",37
"79509830","120_4",7,"audioOnly",TRUE,TRUE,0.401631784646542,25,21,10,12,44,53,"F",31
"2ddd4286","169_4",7,"audioOnly",TRUE,TRUE,0.684678226381473,21,20,6,12,32,26,"M",42
"0c65c7bf","120_4",7,"audioOnly",TRUE,TRUE,0.676604108678223,21,16,17,12,42,28,"F",46
"9e84da50","119_4",7,"audioOnly",TRUE,TRUE,0.396725192096203,25,20,10,5,27,41,"F",61
"f8c6550b","118_3",7,"audioOnly",TRUE,TRUE,0.518287982424016,20,28,0,12,4,4,"F",35
"0cb149b9","165_1",7,"audioOnly",TRUE,TRUE,0.596446841794686,28,28,5,12,59,63,"F",32
"1f3db907","124_6",7,"audioOnly",TRUE,TRUE,0.0784139468126235,24,18,27,11,43,40,"F",20
"05044512","169_4",7,"audioOnly",TRUE,TRUE,0.879087249501926,21,13,1,12,6,35,"F",70
"b1da1512","169_4",7,"audioOnly",TRUE,TRUE,0.921635479505674,19,12,16,14,50,52,"F",54
"03290201","164_3",7,"audioOnly",FALSE,TRUE,-0.365352884931898,16,24,15,12,53,55,"F",45
"67631934","118_3",7,"audioOnly",TRUE,TRUE,0.0618951742028955,21,20,21,12,63,63,"M",34
"76394aaa","165_1",7,"audioOnly",TRUE,TRUE,0.563543367827688,25,22,0,14,12,15,"F",47
"91411695","124_6",7,"audioOnly",TRUE,TRUE,-0.0467691232929591,18,19,12,8,17,38,"M",36
"04f29238","119_4",7,"audioOnly",TRUE,TRUE,0.165858725636847,19,15,10,14,39,40,"F",27
"d059d70d","119_4",7,"audioOnly",TRUE,TRUE,0.765475368563208,14,7,12,10,48,52,"M",34
"9b02d6f4","124_6",7,"audioOnly",TRUE,TRUE,-0.408442594195407,24,18,13,11,40,50,"F",23
"94db8331","124_6",7,"audioOnly",TRUE,TRUE,0.801825562993082,21,19,4,10,11,23,"M",26
"d26076ae","124_6",7,"audioOnly",TRUE,TRUE,0.0071513613364267,22,17,20,11,40,47,"F",46
"96b19ae6","169_4",7,"audioOnly",TRUE,TRUE,0.896181661691332,0,16,10,10,55,67,"M",54
"ead4eb84","165_1",7,"audioOnly",TRUE,TRUE,0.659854732000069,19,25,4,12,65,58,"M",29
"cde81bf2","118_3",7,"audioOnly",TRUE,TRUE,0.459217517897247,22,23,4,10,22,19,"M",51
"f266dcd3","124_6",7,"audioOnly",TRUE,TRUE,-0.245610773743927,17,18,12,14,9,6,"M",30
"65193862","120_4",7,"audioOnly",TRUE,TRUE,0.50733640364537,24,22,1,20,4,8,"M",32
"024d3ff1","124_6",7,"audioOnly",TRUE,FALSE,-0.106744925243071,27,25,19,12,32,34,"F",58
"b5d49fbf","164_3",7,"audioOnly",TRUE,TRUE,-0.275236882254658,21,13,11,12,35,48,"M",52
"e13a0f94","120_4",7,"audioOnly",TRUE,TRUE,0.736194062913709,20,27,9,13,11,11,"F",35
"c987371e","119_4",7,"audioOnly",TRUE,TRUE,-0.040319023780813,28,28,1,12,3,6,"F",55
"3b207e16","119_4",7,"audioOnly",TRUE,TRUE,0.814600925324752,14,18,14,6,39,43,"F",41
"946991ac","165_1",7,"audioOnly",TRUE,TRUE,0.730472460155792,25,24,14,12,27,35,"F",26
"4502f4d9","119_4",7,"audioOnly",TRUE,TRUE,-0.327097093582897,23,17,9,17,46,24,"F",20
"4fef810a","164_3",7,"audioOnly",TRUE,TRUE,-0.0969271583600237,28,28,0,14,0,4,"F",32
"eb59ad8a","169_4",7,"audioOnly",TRUE,TRUE,0.855192765955367,28,28,21,12,4,5,"F",45
"a06a8e55","169_4",7,"audioOnly",TRUE,TRUE,0.645047374513876,12,13,11,11,37,39,"M",28
"8e6d1b79","164_3",7,"audioOnly",TRUE,TRUE,-0.777907988602132,26,18,1,12,30,40,"M",24
"0eed3010","165_1",7,"audioOnly",TRUE,TRUE,0.639132079576841,27,22,21,12,26,39,"F",18
"f40b9fff","118_3",7,"audioOnly",TRUE,TRUE,0.0346529439830829,18,19,16,11,22,47,"M",35
"a27763e7","118_3",7,"audioOnly",TRUE,TRUE,0.521053701042162,20,19,18,14,38,34,"M",34
"7e5590df","169_4",7,"audioOnly",TRUE,TRUE,0.657541189803691,21,21,19,12,50,54,"M",26
"a960e98c","144_1",7,"audioOnly",TRUE,TRUE,0.593221232086262,13,19,11,11,24,29,"M",22
"99c91b8f","119_4",7,"audioOnly",TRUE,TRUE,-0.153138580801612,0,27,1,12,28,32,"M",31
"ee1bdf22","124_6",7,"audioOnly",TRUE,TRUE,0.330914816504737,14,14,16,12,20,28,"M",31
"bdc93bdf","124_6",7,"audioOnly",TRUE,FALSE,-0.262135845119376,24,19,11,12,33,45,"F",42
"4632e8ac","165_1",7,"audioOnly",TRUE,TRUE,0.734525230253435,27,25,11,11,14,17,"M",33
"81ab3db0","119_4",7,"audioOnly",TRUE,TRUE,-0.0205249674877021,24,28,4,12,25,35,"M",27
"288360b1","119_4",7,"audioOnly",TRUE,TRUE,0.0346514904472009,26,20,8,12,32,32,"M",33
"67067c60","169_4",7,"audioOnly",TRUE,TRUE,0.84097520288298,27,28,11,12,59,66,"M",28
"59002488","119_4",7,"audioOnly",TRUE,TRUE,0.0895830000344591,16,11,5,16,16,35,"M",41
"fe594899","118_3",7,"audioOnly",TRUE,TRUE,0.248843688509531,24,11,21,12,31,33,"M",53
"ffa3442d","120_4",7,"audioOnly",TRUE,TRUE,0.715233434763656,27,26,19,12,30,21,"F",60
"3cc43e3a","120_4",7,"audioOnly",TRUE,TRUE,0.381526067632907,25,28,3,11,63,66,"F",34
"f452b20d","161_3",8,"videoOnly",NA,NA,0.284086629933622,23,22,22,10,68,62,"F",22
"72349a54","174_3",8,"videoOnly",NA,NA,0.761237192024386,24,20,17,12,21,43,"F",36
"b38d5b49","128_2",8,"videoOnly",NA,NA,0.204968660330989,25,24,12,12,40,63,"M",25
"dc89084a","161_3",8,"videoOnly",NA,NA,-0.111141660933119,28,28,3,15,0,5,"F",43
"7411a245","129_5",8,"videoOnly",NA,NA,-0.841806180418661,14,13,18,15,54,63,"M",18
"0635b8fb","116_5",8,"videoOnly",NA,NA,-0.0259769809116799,27,19,7,8,6,16,"M",42
"87ac0eaa","178_6",8,"videoOnly",NA,NA,-0.459976054370486,25,21,11,12,39,63,"M",48
"38b73aae","151_2",8,"videoOnly",NA,NA,-0.8491152142359,12,13,8,9,26,15,"M",33
"064a309a","121_5",8,"videoOnly",NA,NA,0.370214776033137,28,21,12,14,34,40,"F",39
"45de46aa","173_4",8,"videoOnly",NA,NA,-0.357450556833713,21,21,12,12,4,6,"M",39
"01313695","167_2",8,"videoOnly",NA,NA,0.530188142065224,28,18,12,12,38,42,"F",42
"fb92ea54","181_2",8,"videoOnly",NA,NA,0.836875695085396,28,20,7,11,12,24,"F",46
"8194d337","161_3",8,"videoOnly",NA,NA,0.359373107724676,20,17,7,12,15,24,"M",29
"301fcf0a","147_5",8,"videoOnly",NA,NA,0.0579949770177922,20,24,6,12,15,15,"F",42
"aeb528c0","135_3",8,"videoOnly",NA,NA,-0.506180414070828,24,28,4,12,32,28,"M",28
"0a66471b","167_2",8,"videoOnly",NA,NA,0.237505382617296,25,22,0,12,3,5,"M",30
"4698fc4a","137_6",8,"videoOnly",NA,NA,0.513905154150545,21,21,7,12,3,8,"M",39
"d264a4f6","147_5",8,"videoOnly",NA,NA,0.429210766623727,21,17,5,14,3,14,"F",24
"5fab8eee","116_5",8,"videoOnly",NA,NA,-0.540798828706063,18,11,2,12,3,5,"M",42
"95d1b534","129_2",8,"videoOnly",NA,NA,0.17662297025807,13,20,6,13,28,36,"M",24
"1fa08bf1","116_5",8,"videoOnly",NA,NA,-0.4121697323954,8,26,5,11,18,18,"M",35
"c224f9a6","129_5",8,"videoOnly",NA,NA,-0.320595498937127,27,22,18,12,63,65,"M",33
"308b7f75","173_6",8,"videoOnly",NA,NA,0.540226773633384,28,28,22,10,6,8,"F",36
"11805693","174_2",8,"videoOnly",NA,NA,0.607831400624842,23,19,11,10,8,16,"M",63
"5046eb0a","121_5",8,"videoOnly",NA,NA,-0.464115009731584,22,11,5,9,3,17,"F",37
"039ee76c","116_5",8,"videoOnly",NA,NA,0.471831399161155,21,23,14,13,29,38,"F",36
"73b586a9","181_4",8,"videoOnly",NA,NA,0.238899746909166,21,20,10,10,44,41,"F",32
