"time","rating","videoID"
16,62.225,"HID119_vid5"
18,64.75,"HID119_vid5"
20,65,"HID119_vid5"
22,65,"HID119_vid5"
24,65.75,"HID119_vid5"
26,66,"HID119_vid5"
28,60.35,"HID119_vid5"
30,48.6,"HID119_vid5"
32,38.45,"HID119_vid5"
34,40.225,"HID119_vid5"
36,43.725,"HID119_vid5"
38,47.975,"HID119_vid5"
40,48,"HID119_vid5"
42,48.5,"HID119_vid5"
44,50.475,"HID119_vid5"
46,45.025,"HID119_vid5"
48,41,"HID119_vid5"
50,40.25,"HID119_vid5"
52,40,"HID119_vid5"
54,40,"HID119_vid5"
56,40,"HID119_vid5"
58,40,"HID119_vid5"
60,40,"HID119_vid5"
62,40,"HID119_vid5"
64,40,"HID119_vid5"
66,40,"HID119_vid5"
68,40,"HID119_vid5"
70,40,"HID119_vid5"
72,40,"HID119_vid5"
74,40,"HID119_vid5"
76,40,"HID119_vid5"
78,40,"HID119_vid5"
80,40,"HID119_vid5"
82,40,"HID119_vid5"
84,40,"HID119_vid5"
86,40,"HID119_vid5"
88,40,"HID119_vid5"
90,40,"HID119_vid5"
92,42.75,"HID119_vid5"
94,44,"HID119_vid5"
96,44,"HID119_vid5"
98,44,"HID119_vid5"
100,44,"HID119_vid5"
102,44,"HID119_vid5"
104,44,"HID119_vid5"
106,44,"HID119_vid5"
108,44,"HID119_vid5"
110,44,"HID119_vid5"
112,44,"HID119_vid5"
114,44,"HID119_vid5"
116,56.45,"HID119_vid5"
118,60,"HID119_vid5"
120,60,"HID119_vid5"
122,61.975,"HID119_vid5"
124,62.475,"HID119_vid5"
126,63,"HID119_vid5"
128,63,"HID119_vid5"
130,63,"HID119_vid5"
132,63,"HID119_vid5"
134,63,"HID119_vid5"
136,63.975,"HID119_vid5"
138,64,"HID119_vid5"
140,64,"HID119_vid5"
142,64,"HID119_vid5"
144,64,"HID119_vid5"
146,64,"HID119_vid5"
148,64,"HID119_vid5"
2,50,"HID120_vid8"
4,51.725,"HID120_vid8"
6,54.75,"HID120_vid8"
8,56,"HID120_vid8"
10,56,"HID120_vid8"
12,56,"HID120_vid8"
14,56,"HID120_vid8"
16,53.825,"HID120_vid8"
18,46.3,"HID120_vid8"
20,45,"HID120_vid8"
22,46,"HID120_vid8"
24,58.425,"HID120_vid8"
26,66.225,"HID120_vid8"
28,69.75,"HID120_vid8"
30,70,"HID120_vid8"
32,70,"HID120_vid8"
34,70,"HID120_vid8"
36,70,"HID120_vid8"
38,70,"HID120_vid8"
40,69.525,"HID120_vid8"
42,69,"HID120_vid8"
44,66.775,"HID120_vid8"
46,65.25,"HID120_vid8"
48,63,"HID120_vid8"
50,55.775,"HID120_vid8"
52,51.025,"HID120_vid8"
54,49.25,"HID120_vid8"
56,44.275,"HID120_vid8"
58,39.8,"HID120_vid8"
60,34.275,"HID120_vid8"
62,33,"HID120_vid8"
64,33,"HID120_vid8"
66,33,"HID120_vid8"
68,33,"HID120_vid8"
70,33,"HID120_vid8"
72,33.5,"HID120_vid8"
74,35.75,"HID120_vid8"
76,36.25,"HID120_vid8"
78,38.75,"HID120_vid8"
80,44.975,"HID120_vid8"
82,48.975,"HID120_vid8"
84,50,"HID120_vid8"
86,48,"HID120_vid8"
88,49,"HID120_vid8"
90,52.5,"HID120_vid8"
92,53,"HID120_vid8"
94,53,"HID120_vid8"
96,55.475,"HID120_vid8"
98,58.5,"HID120_vid8"
100,61.75,"HID120_vid8"
102,63.5,"HID120_vid8"
104,64,"HID120_vid8"
106,65,"HID120_vid8"
108,65,"HID120_vid8"
110,68.725,"HID120_vid8"
112,70,"HID120_vid8"
114,72.225,"HID120_vid8"
116,74.75,"HID120_vid8"
118,76.25,"HID120_vid8"
120,79.725,"HID120_vid8"
122,80,"HID120_vid8"
124,80,"HID120_vid8"
126,80,"HID120_vid8"
128,80,"HID120_vid8"
130,80,"HID120_vid8"
132,80.75,"HID120_vid8"
134,83.975,"HID120_vid8"
136,86.475,"HID120_vid8"
138,88,"HID120_vid8"
140,90.25,"HID120_vid8"
142,92,"HID120_vid8"
144,92.5,"HID120_vid8"
146,94,"HID120_vid8"
148,94,"HID120_vid8"
150,94,"HID120_vid8"
152,94,"HID120_vid8"
154,95,"HID120_vid8"
156,97.5,"HID120_vid8"
158,98.5,"HID120_vid8"
160,100,"HID120_vid8"
162,100,"HID120_vid8"
164,100,"HID120_vid8"
166,100,"HID120_vid8"
168,100,"HID120_vid8"
170,100,"HID120_vid8"
172,100,"HID120_vid8"
2,50,"HID127_vid4"
4,50,"HID127_vid4"
6,51.5,"HID127_vid4"
8,61,"HID127_vid4"
10,62.5,"HID127_vid4"
12,64.25,"HID127_vid4"
14,65,"HID127_vid4"
16,65,"HID127_vid4"
18,65,"HID127_vid4"
20,64.75,"HID127_vid4"
22,64,"HID127_vid4"
24,63.5,"HID127_vid4"
26,60.025,"HID127_vid4"
28,55.025,"HID127_vid4"
30,49.775,"HID127_vid4"
32,43.25,"HID127_vid4"
34,40.05,"HID127_vid4"
36,39,"HID127_vid4"
38,38.75,"HID127_vid4"
40,41,"HID127_vid4"
42,42,"HID127_vid4"
44,42,"HID127_vid4"
46,42,"HID127_vid4"
48,42,"HID127_vid4"
50,42,"HID127_vid4"
52,46.95,"HID127_vid4"
54,51.3,"HID127_vid4"
56,46.25,"HID127_vid4"
58,46,"HID127_vid4"
60,46,"HID127_vid4"
62,46,"HID127_vid4"
64,46,"HID127_vid4"
66,46.75,"HID127_vid4"
68,46.25,"HID127_vid4"
70,44.75,"HID127_vid4"
72,44,"HID127_vid4"
74,44,"HID127_vid4"
76,44,"HID127_vid4"
78,43.5,"HID127_vid4"
80,43,"HID127_vid4"
82,43,"HID127_vid4"
84,43,"HID127_vid4"
86,43,"HID127_vid4"
88,43,"HID127_vid4"
90,43,"HID127_vid4"
92,42.3,"HID127_vid4"
94,36.775,"HID127_vid4"
96,35.775,"HID127_vid4"
98,34.5,"HID127_vid4"
100,34,"HID127_vid4"
102,33.775,"HID127_vid4"
104,32.275,"HID127_vid4"
106,32,"HID127_vid4"
108,31.5,"HID127_vid4"
110,31,"HID127_vid4"
112,30.275,"HID127_vid4"
114,29,"HID127_vid4"
116,27.525,"HID127_vid4"
118,25.275,"HID127_vid4"
120,24.5,"HID127_vid4"
122,24,"HID127_vid4"
124,23.5,"HID127_vid4"
126,23,"HID127_vid4"
128,21.775,"HID127_vid4"
130,20.775,"HID127_vid4"
132,19.275,"HID127_vid4"
134,18.275,"HID127_vid4"
136,18,"HID127_vid4"
