"participantID","videoID","condition","accuracy"
302,"120v8","videoOnly",0.931508478974479
305,"120v8","videoOnly",0.173108692546346
308,"120v8","videoOnly",0.66109673713994
311,"120v8","videoOnly",0.905102892506428
314,"120v8","videoOnly",0.31208594068582
317,"120v8","videoOnly",-0.490188980939595
320,"120v8","videoOnly",0.835530588108416
323,"120v8","videoOnly",0.724213232796673
326,"120v8","videoOnly",0.688717930306858
329,"120v8","videoOnly",0.92231807881044
332,"120v8","videoOnly",0.9027707825361
335,"120v8","videoOnly",0.922023762471873
338,"120v8","videoOnly",0.428230542457003
341,"120v8","videoOnly",0.822555488589625
344,"120v8","videoOnly",0.353515362922344
347,"120v8","videoOnly",0.446342703021777
350,"120v8","videoOnly",0.753518048754488
353,"120v8","videoOnly",0.692677761811368
356,"120v8","videoOnly",0.789341112222124
359,"120v8","videoOnly",0.841141266414525
362,"120v8","videoOnly",0.624514779071047
365,"120v8","videoOnly",0.688336868205055
368,"120v8","videoOnly",0.60271686933098
371,"120v8","videoOnly",0.810736116370959
301,"127v4","both",0.889533452468255
304,"127v4","both",0.779246572576031
307,"127v4","both",0.744769155324233
310,"127v4","both",0.897687254034381
312,"127v4","both",0.740192949306808
313,"127v4","both",0.819646985435632
316,"127v4","both",0.609525607122906
319,"127v4","both",0.661380176036555
322,"127v4","both",0.785051358644466
325,"127v4","both",0.892749262037592
328,"127v4","both",0.740311374316259
331,"127v4","both",0.790269909957121
334,"127v4","both",0.714043421952646
337,"127v4","both",0.843869779185013
340,"127v4","both",0.679434243913078
343,"127v4","both",0.734927311907197
346,"127v4","both",0.687248287389746
349,"127v4","both",0.841372485924249
352,"127v4","both",0.746974400216003
355,"127v4","both",0.837437143354346
358,"127v4","both",0.599319081453153
361,"127v4","both",0.837411417559127
364,"127v4","both",0.726937967802251
367,"127v4","both",0.534544248349687
370,"127v4","both",0.789373338322676
302,"127v4","audioOnly",0.84628375995278
305,"127v4","audioOnly",0.883144658265568
308,"127v4","audioOnly",0.740344769222194
311,"127v4","audioOnly",0.859915534005374
314,"127v4","audioOnly",0.617746527749017
317,"127v4","audioOnly",0.837527538320402
320,"127v4","audioOnly",0.75450363472439
323,"127v4","audioOnly",0.774485478403996
326,"127v4","audioOnly",0.66593115131864
329,"127v4","audioOnly",0.791686114700749
332,"127v4","audioOnly",0.739568388119118
335,"127v4","audioOnly",0.615772167980388
338,"127v4","audioOnly",0.72332810250177
341,"127v4","audioOnly",0.788444447010167
344,"127v4","audioOnly",0.814722827844462
347,"127v4","audioOnly",0.428821880248686
350,"127v4","audioOnly",0.609246056297913
353,"127v4","audioOnly",0.863222596614788
356,"127v4","audioOnly",0.554303407744533
359,"127v4","audioOnly",0.696430752089768
362,"127v4","audioOnly",0.788487779951124
365,"127v4","audioOnly",0.647433811847082
368,"127v4","audioOnly",0.626096774246855
371,"127v4","audioOnly",0.911388015257241
303,"127v4","videoOnly",-0.180006726971818
306,"127v4","videoOnly",0.571966604655949
309,"127v4","videoOnly",0.512792629568921
315,"127v4","videoOnly",0.606569133450576
318,"127v4","videoOnly",0.259826739445154
321,"127v4","videoOnly",0.131016084538574
324,"127v4","videoOnly",-0.854449296952213
327,"127v4","videoOnly",0.60632956489859
330,"127v4","videoOnly",-0.816893041007115
333,"127v4","videoOnly",0.70926567606579
336,"127v4","videoOnly",0.704323893187319
339,"127v4","videoOnly",0.848895617014454
342,"127v4","videoOnly",0.826253484068499
345,"127v4","videoOnly",-0.292318771574996
348,"127v4","videoOnly",0.334413120448773
351,"127v4","videoOnly",-0.433147675357697
354,"127v4","videoOnly",0.457547099960578
357,"127v4","videoOnly",0.550394507312757
360,"127v4","videoOnly",-0.398666741011816
363,"127v4","videoOnly",0.260393765387628
366,"127v4","videoOnly",-0.402998413792631
369,"127v4","videoOnly",0.454848410532008
372,"127v4","videoOnly",-0.187405304969893
